category,level,year,name,id,credits,professor,department,sub-category,language,location,remark
Requisite Subject for Major,Undergraduate,3,Pharmaceutical Laboratory 2,370.1114 002,1,Hong Suckchang,College of Pharmacy,,Korean,"[{'time': 'Thur.(13:00~16:50)', 'place': '21-423'}]",®
Elective Subject for Major,Graduate,0,Advanced Pharmacology 2 and Laboratory,375.514 001,3,Kang Keon Wook,College of Pharmacy,,Korean,"[{'time': 'Thur.(13:00~14:50)', 'place': ' '}, {'time': 'Thur.(15:00~18:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Topics in Molecular Systems Virology for Pharmacy,M1483.002800 001,3,Sung-Gyoo Park,College of Pharmacy,,Korean,"[{'time': 'Wed.(13:00~15:50)', 'place': '29-106'}]", 
Requisite Subject for Major,Undergraduate,3,Pharmaceutical Laboratory 3,370.2111 001,1,Chin Young-Won,College of Pharmacy,,Korean,"[{'time': 'Tue.(14:00~17:50)', 'place': '21-110'}]",®
Requisite Subject for Major,Undergraduate,4,Pharmacopeia and Pharmaceutical Quality Science,M2175.000500 001,2,Chung  Suk-Jae,College of Pharmacy,,Korean,"[{'time': 'Wed.(13:00~14:50)', 'place': '143-101'}]",®
Requisite Subject for Major,Undergraduate,4,Law in pharmacy practice,370.2118 001,1,Hong Song Hee,College of Pharmacy,,Korean,"[{'time': 'Thur.(13:00~14:50)', 'place': ' '}]",®
Requisite Subject for Major,Undergraduate,4,Pharmacy Ethics,M2175.000700 001,1,Hong Song Hee,College of Pharmacy,,Korean,"[{'time': 'Tue.(13:00~14:50)', 'place': ' '}]",®
Elective Subject for Major,Graduate,0,Advanced Pharmaceutical Analysis 2,375.682 001,3,Kwon Sung Won,College of Pharmacy,,Korean,"[{'time': 'Tue.(13:00~15:50)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,4,Pharmaceutical Laboratory 6,M2175.001400 001,1,Lee  Byung-Hoon,College of Pharmacy,,Korean,"[{'time': 'Mon.(14:00~17:50)', 'place': '21-423'}]",®
Requisite Subject for Major,Undergraduate,3,Pharmaceutical Laboratory 3,370.2111 002,1,Oh Dong-Chan,College of Pharmacy,,Korean,"[{'time': 'Tue.(14:00~17:50)', 'place': '21-423'}]",®
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 001,1,Lee Jung Weon,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '29-106'}]", 
Requisite Subject for Major,Undergraduate,4,Pharmaceutical Laboratory 6,M2175.001400 002,1,Chung  Suk-Jae,College of Pharmacy,,Korean,"[{'time': 'Mon.(14:00~17:50)', 'place': ' '}]",®
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 002,1,Chung Yeonseok,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '29-110'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 003,1,Lee Seunghee,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,4,Pharmaceutical Laboratory 5,M2175.001300 002,1,Kang Keon Wook,College of Pharmacy,,Korean,"[{'time': 'Thur.(15:00~18:50)', 'place': ' '}]",®
Requisite Subject for Major,Undergraduate,4,Pharmaceutical Laboratory 5,M2175.001300 001,1,Shin Youngkee,College of Pharmacy,,Korean,"[{'time': 'Thur.(15:00~18:50)', 'place': ' '}]",®
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 004,1,Lee  Miock,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 012,1,Lee  Bongjin,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '21-218'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 011,1,Chung  Suk-Jae,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '143-106'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 009,1,Park Hyeunggeun,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '143-101'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 007,1,Jangik Ike Lee,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '21-424'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 013,1,Chin Young-Won,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '21-401'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 006,1,Oh Jung Mi,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '#17-105'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 005,1,Lee  Byung-Hoon,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 008,1,Lee Jeewoo,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '143-513'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 010,1,Song Joonmyong,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '143-102'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 007,1,Jangik Ike Lee,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '21-424'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 002,1,Sung-Gyoo Park,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '29-110'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 001,1,Han Byung Woo,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '29-106'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 008,1,Kim Sanghee,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '143-513'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 005,1,Chang Tong-Shin,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 003,1,Kang Keon Wook,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 006,1,Eunkyung Euni Lee,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '#17-105'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 2,375.502 014,1,Lee Sang Kook,College of Pharmacy,,Korean,"[{'time': 'Mon.(20:00~21:50)', 'place': '143-105'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 004,1,Shin Youngkee,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Pharmaco-Computational Structural Biology,M1483.000900 001,3,Han Byung Woo,College of Pharmacy,,Korean,"[{'time': 'Thur.(09:00~11:50)', 'place': '21-312'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 012,1,Oh Yu-Kyoung,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '21-218'}]", 
Elective Subject for Major,Graduate,0,Advanced Pharmaceutical Chemistry 2,375.774 001,3,Kim Sanghee,College of Pharmacy,,Korean,"[{'time': 'Wed.(16:00~18:50)', 'place': '143-101'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 011,1,Kim  Daeduk,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '143-106'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 009,1,Jeeyeon Lee,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '143-101'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 013,1,Chin Young-Won,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '21-401'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 014,1,Park Sunghyouk,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '143-105'}]", 
Elective Subject for Major,Graduate,0,Seminar in Pharmacy 4,375.602 010,1,Kwon Sung Won,College of Pharmacy,,Korean,"[{'time': 'Tue.(20:00~21:50)', 'place': '143-102'}]", 
Elective Subject for Major,Graduate,0,Quantum Mechanics 2,3342.506 001,3,Sunghoon Jung,Physics Program Major,,Korean,"[{'time': 'Mon.(17:00~18:15)', 'place': '56-105'}, {'time': 'Wed.(17:00~18:15)', 'place': '56-105'}]", 
Requisite Subject for Major,Undergraduate,3,Quantum Physics and Education 1,717.319A 001,3,Yoo Junehee,Department of Physics Education,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '11-102'}, {'time': 'Wed.(14:00~15:15)', 'place': '13-413'}]", 
Elective Subject for Major,Graduate,0,Quantum Computing,M1522.003700 001,3,Taehyun Kim,Department of Computer Science and Engineering,,Korean,"[{'time': 'Tue.(14:00~15:15)', 'place': '302-106'}, {'time': 'Thur.(14:00~15:15)', 'place': '302-106'}]",®Open ONLY to CSE graduate students
Requisite Subject for Major,Undergraduate,3,Quantum Physics 2,884.304 001,3,Min Hongki,Physics Program Major,,Korean,"[{'time': 'Mon.(11:00~12:15)', 'place': '56-106'}, {'time': 'Wed.(11:00~12:15)', 'place': '56-106'}]", 
Elective Subject for Major,Graduate,,Quantum Field Theory 2,3342.638 001,3,,Physics Program Major,,Korean,"[{'time': 'Mon.(09:30~10:45)', 'place': '56-321'}, {'time': 'Wed.(09:30~10:45)', 'place': '56-321'}]", 
Requisite Subject for Major,Undergraduate,3,Exercises in Quantum Physics 2,3348.311 001,1,Min Hongki,Physics Program Major,,Korean,"[{'time': '', 'place': ''}]", 
Elective Subject for Major,Undergraduate,3,Psychology of Language and Lab.,207.313 001,3,Sim Sung Hun,Department of Psychology,,Korean,"[{'time': 'Tue.(09:00~09:50)', 'place': '83-402'}, {'time': 'Tue.(10:00~10:50)', 'place': '83-402'}, {'time': 'Thur.(09:00~09:50)', 'place': '83-402'}, {'time': 'Thur.(10:00~10:50)', 'place': '83-402'}]",®
Elective Subject for Major,Undergraduate,4,Teaching Vocabulary and Grammar,707.305A 001,3,Sungwoo Kim,Department of English Language Education,,Korean,"[{'time': 'Tue.(15:30~16:45)', 'place': '12-407'}, {'time': 'Thur.(15:30~16:45)', 'place': '12-407'}]",English Education Major Only
Subject for Liberal Education,Undergraduate,1,Language and Humanity,L0545.001600 001,3,Nam Seungho,College of Humanities,Worlds of Knowledge - Language and Literature,Korean,"[{'time': 'Fri.(09:30~12:20)', 'place': ' '}]", 
Requisite Subject for Major,Undergraduate,2,"Special topics Communication, Technology, and Culture",211.230 001,1,Kim Hyun Suk,Department of Communication,,Korean,"[{'time': 'Wed.(15:30~17:20)', 'place': '64-201'}]", 
Elective Subject for Major,Graduate,2,Press·Internet·Personal Rights,931.659 001,3,Lee Dongjin,Law,,Korean,"[{'time': 'Fri.(09:30~12:20)', 'place': '15-1-201'}]",®
Elective Subject for Major,Undergraduate,3,Freedom of Speech and Civility,M0000.016500 001,3,Rhee June Woong,Department of Communication,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '64-303'}, {'time': 'Thur.(11:00~12:15)', 'place': '64-303'}]", 
Elective Subject for Major,Graduate,0,Advanced Fish Pathology,551.672 001,3,Park Se  Chang,Department of Veterinary Medicine,,Korean,"[{'time': 'Thur.(13:00~15:50)', 'place': '85-304'}]", 
Elective Subject for Major,Undergraduate,3,Linguistics and Data Science,M1246.001400 001,3,,Department of Linguistics,,Korean,"[{'time': 'Mon.(15:30~16:45)', 'place': '9-119'}, {'time': 'Wed.(15:30~16:45)', 'place': '9-119'}]", 
Elective Subject for Major,Undergraduate,3,Quantum Chemistry,3343.410 001,3,Zee Hwan Kim,Department of Chemistry,,Korean,"[{'time': 'Tue.(15:30~16:45)', 'place': '500-L302'}, {'time': 'Thur.(15:30~16:45)', 'place': '500-L302'}]", 
Elective Subject for Major,Graduate,1,Understanding Language and Natural Language Processing in Practice,M3450.001200 001,3,Kim Sunhee,Department of AI Integrated Education,,Korean,"[{'time': 'Wed.(18:30~19:45)', 'place': '10-1-107'}, {'time': 'Wed.(20:00~21:15)', 'place': '10-1-107'}]",®
Elective Subject for Major,Graduate,0,Linguistic Anthropology,206.602 001,3,Kang Yoonhee,Department of Anthropology,,Korean,"[{'time': 'Tue.(10:00~12:50)', 'place': '16-448-2'}]", 
Elective Subject for Major,Undergraduate,3,Language and Information Processing,108.417 001,3,Chung  Min  Hwa,Department of Linguistics,,Korean,"[{'time': 'Tue.(15:30~16:45)', 'place': '4-302'}, {'time': 'Thur.(15:30~16:45)', 'place': '4-302'}]", 
Elective Subject for Major,Undergraduate,3,Field Linguistics,108.319 001,3,,Department of Linguistics,,Korean,"[{'time': 'Thur.(14:00~16:50)', 'place': '14-B101'}]", 
Elective Subject for Major,Graduate,0,Seminar in Linguistic Theories,108.530 001,3,,Department of Linguistics,,Korean,"[{'time': 'Wed.(16:00~18:50)', 'place': '2-320'}]", 
Elective Subject for Major,Graduate,0,Analysis of Energy Industry,463.530A 001,3,Mihee Choi,Interdisciplinary Program in Technology Management Economics and Policy Major,,English,"[{'time': 'Wed.(09:30~12:20)', 'place': '37-201-1'}]",ⓔ®IEPP only
Elective Subject for Major,Graduate,0,Analysis on Energy Business and Policy,463.531 001,3,Yeonbae Kim,Interdisciplinary Program in Technology Management Economics and Policy Major,,English,"[{'time': 'Tue.(14:00~16:50)', 'place': '37-310'}]",ⓔ
Elective Subject for Major,Graduate,0,Advanced Energy Metabolism and Nervous System,M1932.004900 001,3,Obin Kwon,Department of Biomedical Sciences,,Korean,"[{'time': 'Mon.(17:00~19:50)', 'place': ' '}]", 
Elective Subject for Major,Graduate,0,Energy System Modeling,M2794.012600 001,3,Song Han Ho,Department of Mechanical Engineering,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '301-301'}, {'time': 'Thur.(11:00~12:15)', 'place': '301-301'}]", 
Elective Subject for Major,Graduate,0,GIS for Energy System Design,459.727A 001,3,Park   Hyeongdong,Energy Resources Engineering Major,,Korean,"[{'time': 'Thur.(09:30~12:20)', 'place': '36-210'}]",®
Elective Subject for Major,Graduate,0,Analysis of facial beauty,850.516 001,3,Park Young Seok,Department of Dentistry,,English,"[{'time': 'Tue.(14:00~16:50)', 'place': '#22-313'}]",ⓔ
Elective Subject for Major,Undergraduate,3,Energy GIS,465.215A 001,3,Park   Hyeongdong,Department of Energy Resources Engineering,,Korean,"[{'time': 'Mon.(17:00~18:15)', 'place': '38-428'}, {'time': 'Wed.(17:00~18:15)', 'place': '38-428'}]",®
Elective Subject for Major,Undergraduate,4,Seminar in Linguistics 2,108.418 001,3,Nam Seungho,Department of Linguistics,,Korean,"[{'time': 'Fri.(13:00~15:50)', 'place': '1-102'}]", 
Elective Subject for Major,Undergraduate,2,Children's Language Development and Guidance,357.321B 001,3,,Child Development and Family Studies Major,,Korean,"[{'time': 'Wed.(09:30~12:20)', 'place': '222-B202'}]", 
Elective Subject for Major,Undergraduate,3,Numerical Analysis for Energy Resources,465.304 001,3,Hoonyoung Jeong,Department of Energy Resources Engineering,,Korean,"[{'time': 'Mon.(15:30~16:45)', 'place': '38-428'}, {'time': 'Wed.(15:30~16:45)', 'place': '38-428'}]", 
Elective Subject for Major,Graduate,0,Energy Resources Seminar,459.525 001,1,Chung Eunhyea,Energy Resources Engineering Major,,Korean,"[{'time': 'Fri.(18:00~18:50)', 'place': '38-428'}]",®
Elective Subject for Major,Graduate,0,Special Topic on Advanced Energy System Materials,M1589.000300 001,3,Youho Lee,Nuclear Engineering Major,,English,"[{'time': 'Tue.(11:00~12:15)', 'place': '32-108'}, {'time': 'Thur.(11:00~12:15)', 'place': '32-108'}]",ⓔ
Elective Subject for Major,Graduate,0,Topics in Energy Systems Engineering,459.570A 002,3,Kim June Young,Nuclear Engineering Major,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '32-109'}, {'time': 'Fri.(09:30~10:45)', 'place': '32-109'}]", 
Requisite Subject for Major,Undergraduate,1,Practices of Energy Resources Engineering,M1594.000400 001,1,Song Jae-Joon,Department of Energy Resources Engineering,,Korean,"[{'time': 'Fri.(10:00~11:50)', 'place': '38-428'}]",®
Elective Subject for Major,Undergraduate,3,Remote Sensing for Energy Resources,465.331 001,3,Park   Hyeongdong,Department of Energy Resources Engineering,,Korean,"[{'time': 'Mon.(09:30~10:45)', 'place': '38-422'}, {'time': 'Wed.(09:30~10:45)', 'place': '38-422'}]", 
Elective Subject for Major,Graduate,0,Topics in Energy and Environmental Geomechanics,459.632 001,3,Min Ki-Bok,Energy Resources Engineering Major,,English,"[{'time': 'Mon.(15:30~16:45)', 'place': '38-418'}, {'time': 'Mon.(17:00~18:15)', 'place': '38-418'}]",ⓔ
Elective Subject for Major,Graduate,0,Current Status of Energy/Environmental Materials,445.706 001,3,Park Soo Young,Department of Materials Science and Engineering,,English,"[{'time': 'Mon.(15:30~16:45)', 'place': '33-226'}, {'time': 'Wed.(15:30~16:45)', 'place': '33-226'}]",ⓔ
Elective Subject for Major,Graduate,0,Current Status of Energy/Environmental Materials,445.706 002,3,Lee Gwan-Hyoung,Department of Materials Science and Engineering,,English,"[{'time': 'Mon.(15:30~16:45)', 'place': '33-225'}, {'time': 'Wed.(15:30~16:45)', 'place': '33-225'}]",ⓔ
Elective Subject for Major,Graduate,0,Current Status of Energy/Environmental Materials,445.706 003,3,Jang Ho Won,Department of Materials Science and Engineering,,English,"[{'time': 'Mon.(15:30~16:45)', 'place': '33-231'}, {'time': 'Wed.(15:30~16:45)', 'place': '33-231'}]",ⓔ
Requisite Subject for Major,Undergraduate,2,Fluid Mechanics for Energy Resources Engineering,M1594.001500 001,3,Min Ki-Bok,Department of Energy Resources Engineering,,Korean,"[{'time': 'Mon.(09:30~10:45)', 'place': '38-428'}, {'time': 'Wed.(09:30~10:45)', 'place': '38-428'}]",®
Requisite Subject for Major,Undergraduate,2,Energy Resources Geochemistry,M1594.001600 001,3,Chung Eunhyea,Department of Energy Resources Engineering,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '38-428'}, {'time': 'Wed.(14:00~15:15)', 'place': '38-428'}]", 
Elective Subject for Major,Undergraduate,3,Energy Resources Circulation Engineering,M1594.001900 001,3,Chung Eunhyea,Department of Energy Resources Engineering,,Korean,"[{'time': 'Thur.(09:30~12:20)', 'place': '38-316'}]", 
Requisite Subject for Major,Undergraduate,2,"Management of Energy, Environment and Technology",465.202 001,3,Oh Suna,Department of Energy Resources Engineering,,Korean,"[{'time': 'Tue.(14:00~15:15)', 'place': '38-428'}, {'time': 'Thur.(14:00~15:15)', 'place': '38-428'}]", 
Elective Subject for Major,Undergraduate,4,Energy Materials and Devices,445.441 001,3,Ki Tae Nam,Department of Materials Science and Engineering,,Korean,"[{'time': 'Mon.(11:00~12:15)', 'place': '33-331'}, {'time': 'Wed.(11:00~12:15)', 'place': '33-331'}]", 
Elective Subject for Major,Graduate,,Ambient AI Platform and Practice,M3239.002400 001,3,Kim Hyung-Sin,Data Science Major,,Korean,"[{'time': 'Mon.(15:30~16:45)', 'place': '942-301'}, {'time': 'Wed.(15:30~16:45)', 'place': '942-301'}]", 
Elective Subject for Major,Graduate,0,Introduction to Aerosol Science and Technology,903.555A 001,3,Yi Seung-Muk,Environmental Health Major,,Korean,"[{'time': 'Mon.(13:00~15:50)', 'place': '220-727'}]", 
